index,sample_index,filename,model,target_key,source_text,target_text,ocr_predicted_text,ACC,NED,CER,noise_standard_deviation,noise_seed,generation_seed,source_path,input_path,mask_path,output_path
0,0,08945.png,textctrl,case_upper,thine,XAQKY,xyaqkyy,0.0,0.0,1.4,6.756381637663084,4004,3003,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_upper/0000.png
1,0,08945.png,textctrl,case_lower,thine,xaqky,xaqky,1.0,1.0,0.0,6.756381637663084,4004,3004,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_lower/0000.png
2,0,08945.png,textctrl,special_1,thine,hKqPs,hkaps,0.0,0.4,0.6,6.756381637663084,4004,3005,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_1/0000.png
3,0,08945.png,textctrl,special_2,thine,dtG$e,dtase,0.0,0.6,0.4,6.756381637663084,4004,3006,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_2/0000.png
4,0,08945.png,textctrl,special_3,thine,laM&%,lamez,0.0,0.4,0.6,6.756381637663084,4004,3007,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_3/0000.png
5,0,08945.png,textctrl,special_4,thine,C.I,cii,0.0,0.0,1.0,6.756381637663084,4004,3008,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_4/0000.png
6,0,08945.png,textctrl,special_5,thine,@U+.$,guns,0.0,0.0,1.0,6.756381637663084,4004,3009,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_5/0000.png
7,0,08945.png,textctrl,special_6,thine,"#=&,*",nest,0.0,0.0,1.0,6.756381637663084,4004,3010,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0000_08945.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/08945.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_6/0000.png
8,1,47853.png,textctrl,case_upper,shall,GFRBQ,gfrbq,0.0,0.0,1.0,5.549560196686573,4005,3011,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_upper/0001.png
9,1,47853.png,textctrl,case_lower,shall,gfrbq,gfrbg,0.0,0.8,0.2,5.549560196686573,4005,3012,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_lower/0001.png
10,1,47853.png,textctrl,special_1,shall,jQlsN,joisn,0.0,0.4,0.6,5.549560196686573,4005,3013,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_1/0001.png
11,1,47853.png,textctrl,special_2,shall,ocp$e,ocpse,0.0,0.8,0.2,5.549560196686573,4005,3014,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_2/0001.png
12,1,47853.png,textctrl,special_3,shall,N;?Ha,n17ha,0.0,0.19999999999999996,0.8,5.549560196686573,4005,3015,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_3/0001.png
13,1,47853.png,textctrl,special_4,shall,v=N,vent,0.0,0.25,1.0,5.549560196686573,4005,3016,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_4/0001.png
14,1,47853.png,textctrl,special_5,shall,@=.%y,oezxy,0.0,0.19999999999999996,0.8,5.549560196686573,4005,3017,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_5/0001.png
15,1,47853.png,textctrl,special_6,shall,#;%;%,02zyz,0.0,0.0,1.0,5.549560196686573,4005,3018,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0001_47853.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/47853.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_6/0001.png
16,2,04626.png,textctrl,case_upper,tushy,YWLJG,ywllg,0.0,0.0,1.0,7.104199863536806,4006,3019,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_upper/0002.png
17,2,04626.png,textctrl,case_lower,tushy,ywljg,ywljg,1.0,1.0,0.0,7.104199863536806,4006,3020,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/case_lower/0002.png
18,2,04626.png,textctrl,special_1,tushy,lAkpZ,akpz,0.0,0.4,0.6,7.104199863536806,4006,3021,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_1/0002.png
19,2,04626.png,textctrl,special_2,tushy,DPK;w,dpkyw,0.0,0.19999999999999996,0.8,7.104199863536806,4006,3022,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_2/0002.png
20,2,04626.png,textctrl,special_3,tushy,.mk%k,zmkkk,0.0,0.6,0.4,7.104199863536806,4006,3023,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/i_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/inputs/0002_04626.png,/home/ekim339/project/SD3.5/datasets/SRNet_Datagen/train/train-50k-3/mask_s/04626.png,/home/ekim339/project/SD3.5/experiments/self_prompting_sd35/results/generated/textctrl/special_3/0002.png
